cu_num,M,N,K,q_dtype_w,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
256,256,16384,6656,torch.float8_e4m3fn,ck,139,0,46.695,a8w8_bpreshuffle_256x128x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1195.73,2551.55,0.0
256,256,16384,8192,torch.float8_e4m3fn,ck,139,0,55.672,a8w8_bpreshuffle_256x128x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1234.36,2599.21,0.0
256,256,16384,13312,torch.float8_e4m3fn,ck,139,0,83.1524,a8w8_bpreshuffle_256x128x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1342.95,2764.81,0.0
256,256,16384,26624,torch.float8_e4m3fn,ck,139,0,163.3311,a8w8_bpreshuffle_256x128x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1367.4,2763.78,0.0
256,256,26624,16384,torch.float8_e4m3fn,ck,154,0,141.6113,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1577.12,3206.19,0.0
256,256,51200,5120,torch.float8_e4m3fn,ck,154,0,97.921,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1370.67,2958.19,0.0
256,256,53248,16384,torch.float8_e4m3fn,ck,154,0,276.3785,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1616.18,3270.42,0.0
256,256,57344,8192,torch.float8_e4m3fn,ck,33,0,129.4795,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1857.58,3871.03,0.0
256,512,800,5120,torch.float8_e4m3fn,ck,10,0,15.082,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v1,278.1,499.71,0.0
256,512,1280,8192,torch.float8_e4m3fn,ck,114,0,21.033,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,510.5,760.27,0.0
256,512,2304,16384,torch.float8_e4m3fn,ck,115,0,63.7872,a8w8_bpreshuffle_256x80x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v3,605.99,760.29,0.0
256,512,2560,8192,torch.float8_e4m3fn,ck,113,0,27.2155,a8w8_bpreshuffle_256x48x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,789.07,1021.01,0.0
256,512,4608,16384,torch.float8_e4m3fn,ck,124,0,84.5982,a8w8_bpreshuffle_256x112x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,913.84,1047.36,0.0
256,512,5120,640,torch.float8_e4m3fn,ck,77,0,9.0563,a8w8_bpreshuffle_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,370.51,976.93,0.0
256,512,5120,1280,torch.float8_e4m3fn,ck,77,0,12.8224,a8w8_bpreshuffle_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,523.37,971.1,0.0
256,512,5120,3200,torch.float8_e4m3fn,ck,85,0,23.0489,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,727.9,1009.39,0.0
256,512,5120,5120,torch.float8_e4m3fn,ck,124,0,31.9895,a8w8_bpreshuffle_256x112x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,839.14,1065.31,0.0
256,512,5120,6400,torch.float8_e4m3fn,ck,139,0,36.8067,a8w8_bpreshuffle_256x128x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,911.64,1121.74,0.0
256,512,5120,25600,torch.float8_e4m3fn,ck,124,0,128.0705,a8w8_bpreshuffle_256x112x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1048.0,1166.72,0.0
256,512,6400,5120,torch.float8_e4m3fn,ck,124,0,33.3791,a8w8_bpreshuffle_256x112x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1005.25,1256.57,0.0
256,512,7168,8192,torch.float8_e4m3fn,ck,63,0,42.0669,a8w8_bpreshuffle_256x128x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1429.38,1670.07,0.0
256,512,8192,1024,torch.float8_e4m3fn,ck,85,0,11.5306,a8w8_bpreshuffle_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,744.97,1500.49,0.0
256,512,8192,2048,torch.float8_e4m3fn,ck,139,0,15.6554,a8w8_bpreshuffle_256x128x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1097.38,1674.46,0.0
256,512,8192,3584,torch.float8_e4m3fn,ck,139,0,22.7592,a8w8_bpreshuffle_256x128x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1320.99,1739.24,0.0
256,512,8192,7168,torch.float8_e4m3fn,ck,139,0,39.3552,a8w8_bpreshuffle_256x128x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1527.87,1798.46,0.0
256,512,8192,8192,torch.float8_e4m3fn,ck,139,0,43.6902,a8w8_bpreshuffle_256x128x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1572.88,1824.02,0.0
256,512,8192,28672,torch.float8_e4m3fn,ck,139,0,133.9721,a8w8_bpreshuffle_256x128x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1795.29,1925.4,0.0
256,512,9216,16384,torch.float8_e4m3fn,ck,149,0,104.8693,a8w8_bpreshuffle_256x128x192x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1474.4,1609.82,0.0
256,512,10240,8192,torch.float8_e4m3fn,ck,143,0,55.4465,a8w8_bpreshuffle_256x192x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1549.23,1777.68,0.0
256,512,12800,5120,torch.float8_e4m3fn,ck,138,0,46.2157,a8w8_bpreshuffle_256x112x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1452.08,1758.38,0.0
256,512,13312,16384,torch.float8_e4m3fn,ck,154,0,127.8746,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1746.54,1877.81,0.0
256,512,14336,8192,torch.float8_e4m3fn,ck,154,0,63.6195,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1890.29,2142.66,0.0
256,512,16384,2048,torch.float8_e4m3fn,ck,154,0,27.0054,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1272.33,1902.59,0.0
256,512,16384,4096,torch.float8_e4m3fn,ck,154,0,43.8782,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1566.14,1959.59,0.0
256,512,16384,6656,torch.float8_e4m3fn,ck,154,0,64.427,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1733.27,2005.94,0.0
256,512,16384,8192,torch.float8_e4m3fn,ck,154,0,73.6131,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1867.04,2108.17,0.0
256,512,16384,13312,torch.float8_e4m3fn,ck,154,0,114.1614,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1956.34,2117.15,0.0
256,512,16384,26624,torch.float8_e4m3fn,ck,154,0,214.713,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,2080.34,2173.21,0.0
256,512,26624,16384,torch.float8_e4m3fn,ck,154,0,250.2793,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1784.71,1885.33,0.0
256,512,51200,5120,torch.float8_e4m3fn,ck,158,0,174.8476,a8w8_bpreshuffle_256x192x256x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1535.25,1814.12,0.0
256,512,53248,16384,torch.float8_e4m3fn,ck,154,0,492.8785,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1812.52,1897.69,0.0
256,512,57344,8192,torch.float8_e4m3fn,ck,33,0,227.0683,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2118.47,2345.89,0.0
256,1024,800,5120,torch.float8_e4m3fn,ck,24,0,24.558,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v2,341.58,446.99,0.0
256,1024,1280,8192,torch.float8_e4m3fn,ck,113,0,26.819,a8w8_bpreshuffle_256x48x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,800.73,801.51,0.0
256,1024,2304,16384,torch.float8_e4m3fn,ck,124,0,81.3585,a8w8_bpreshuffle_256x112x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,950.23,728.19,0.0
256,1024,2560,8192,torch.float8_e4m3fn,ck,123,0,37.4372,a8w8_bpreshuffle_256x96x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1147.25,924.29,0.0
256,1024,4608,16384,torch.float8_e4m3fn,ck,149,0,104.0599,a8w8_bpreshuffle_256x128x192x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1485.86,977.44,0.0
256,1024,5120,640,torch.float8_e4m3fn,ck,86,0,11.1521,a8w8_bpreshuffle_256x96x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,601.76,1292.84,0.0
256,1024,5120,1280,torch.float8_e4m3fn,ck,86,0,16.1465,a8w8_bpreshuffle_256x96x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,831.25,1136.47,0.0
256,1024,5120,3200,torch.float8_e4m3fn,ck,51,0,29.1651,a8w8_bpreshuffle_256x192x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1150.5,1033.65,0.0
256,1024,5120,5120,torch.float8_e4m3fn,ck,137,0,40.2614,a8w8_bpreshuffle_256x96x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1333.46,1041.77,0.0
256,1024,5120,6400,torch.float8_e4m3fn,ck,137,0,48.5222,a8w8_bpreshuffle_256x96x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1383.05,1026.49,0.0
256,1024,5120,25600,torch.float8_e4m3fn,ck,137,0,162.5939,a8w8_bpreshuffle_256x96x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1650.96,1031.85,0.0
256,1024,6400,5120,torch.float8_e4m3fn,ck,138,0,45.101,a8w8_bpreshuffle_256x112x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1487.97,1133.41,0.0
256,1024,7168,8192,torch.float8_e4m3fn,ck,154,0,62.2696,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1931.26,1313.46,0.0
256,1024,8192,1024,torch.float8_e4m3fn,ck,0,0,16.8199,a8w8_bpreshuffle_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1021.4,1558.53,0.0
256,1024,8192,2048,torch.float8_e4m3fn,ck,154,0,23.1654,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1483.24,1539.0,0.0
256,1024,8192,3584,torch.float8_e4m3fn,ck,154,0,34.8454,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1725.61,1429.38,0.0
256,1024,8192,7168,torch.float8_e4m3fn,ck,154,0,59.0054,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,2038.1,1403.9,0.0
256,1024,8192,8192,torch.float8_e4m3fn,ck,154,0,64.2479,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,2139.2,1436.23,0.0
256,1024,8192,28672,torch.float8_e4m3fn,ck,154,0,197.2769,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,2438.38,1424.49,0.0
256,1024,9216,16384,torch.float8_e4m3fn,ck,54,0,178.1558,a8w8_bpreshuffle_256x160x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1735.77,1047.66,0.0
256,1024,10240,8192,torch.float8_e4m3fn,ck,158,0,83.5863,a8w8_bpreshuffle_256x192x256x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,2055.35,1354.84,0.0
256,1024,12800,5120,torch.float8_e4m3fn,ck,138,0,86.9605,a8w8_bpreshuffle_256x112x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1543.43,1115.37,0.0
256,1024,13312,16384,torch.float8_e4m3fn,ck,154,0,243.5736,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1833.85,1076.24,0.0
256,1024,14336,8192,torch.float8_e4m3fn,ck,33,0,112.839,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2131.52,1375.32,0.0
256,1024,16384,2048,torch.float8_e4m3fn,ck,33,0,49.7279,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1381.91,1391.69,0.0
256,1024,16384,4096,torch.float8_e4m3fn,ck,33,0,81.4525,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1687.35,1287.35,0.0
256,1024,16384,6656,torch.float8_e4m3fn,ck,2,0,120.523,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_1x2_intrawave_v3,1853.08,1239.78,0.0
256,1024,16384,8192,torch.float8_e4m3fn,ck,154,0,136.0178,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,2020.9,1295.13,0.0
256,1024,16384,13312,torch.float8_e4m3fn,ck,154,0,214.8294,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,2079.22,1234.89,0.0
256,1024,16384,26624,torch.float8_e4m3fn,ck,154,0,412.5087,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,2165.66,1204.88,0.0
256,1024,26624,16384,torch.float8_e4m3fn,ck,33,0,467.1211,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1912.47,1086.47,0.0
256,1024,51200,5120,torch.float8_e4m3fn,ck,40,0,288.5662,a8w8_bpreshuffle_256x224x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1860.48,1289.98,0.0
256,1024,53248,16384,torch.float8_e4m3fn,ck,154,0,850.624,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,2100.47,1173.54,0.0
256,1024,57344,8192,torch.float8_e4m3fn,ck,33,0,409.7151,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2348.15,1453.67,0.0
256,2048,800,5120,torch.float8_e4m3fn,ck,24,0,41.7422,a8w8_bpreshuffle_128x16x32x512_16x16_16x16_32x4x1_32x4x1_1x16x1x8_4x4x1_1x1_intrawave_v2,401.92,427.83,0.0
256,2048,1280,8192,torch.float8_e4m3fn,ck,123,0,36.7116,a8w8_bpreshuffle_256x96x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1169.92,885.44,0.0
256,2048,2304,16384,torch.float8_e4m3fn,ck,131,0,101.2648,a8w8_bpreshuffle_256x112x192x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v3,1526.88,797.32,0.0
256,2048,2560,8192,torch.float8_e4m3fn,ck,138,0,55.1683,a8w8_bpreshuffle_256x112x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1557.04,874.32,0.0
256,2048,4608,16384,torch.float8_e4m3fn,ck,68,0,176.1003,a8w8_bpreshuffle_256x128x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1756.03,726.44,0.0
256,2048,5120,640,torch.float8_e4m3fn,ck,102,0,16.8369,a8w8_bpreshuffle_256x96x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,797.16,1518.04,0.0
256,2048,5120,1280,torch.float8_e4m3fn,ck,102,0,24.8167,a8w8_bpreshuffle_256x96x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1081.67,1214.77,0.0
256,2048,5120,3200,torch.float8_e4m3fn,ck,158,0,41.6304,a8w8_bpreshuffle_256x192x256x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1612.02,1054.74,0.0
256,2048,5120,5120,torch.float8_e4m3fn,ck,102,0,71.8612,a8w8_bpreshuffle_256x96x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1494.19,802.54,0.0
256,2048,5120,6400,torch.float8_e4m3fn,ck,158,0,76.511,a8w8_bpreshuffle_256x192x256x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1754.23,873.69,0.0
256,2048,5120,25600,torch.float8_e4m3fn,ck,137,0,301.0835,a8w8_bpreshuffle_256x96x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1783.13,679.12,0.0
256,2048,6400,5120,torch.float8_e4m3fn,ck,138,0,84.6213,a8w8_bpreshuffle_256x112x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1586.1,820.93,0.0
256,2048,7168,8192,torch.float8_e4m3fn,ck,33,0,112.617,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2135.72,931.1,0.0
256,2048,8192,1024,torch.float8_e4m3fn,ck,86,0,28.9708,a8w8_bpreshuffle_256x96x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1186.01,1520.16,0.0
256,2048,8192,2048,torch.float8_e4m3fn,ck,33,0,42.2356,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1627.05,1291.0,0.0
256,2048,8192,3584,torch.float8_e4m3fn,ck,33,0,61.9146,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1942.34,1134.7,0.0
256,2048,8192,7168,torch.float8_e4m3fn,ck,33,0,105.8446,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2272.37,1010.49,0.0
256,2048,8192,8192,torch.float8_e4m3fn,ck,33,0,117.6729,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2335.95,998.03,0.0
256,2048,8192,28672,torch.float8_e4m3fn,ck,33,0,357.8032,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2688.83,914.35,0.0
256,2048,9216,16384,torch.float8_e4m3fn,ck,68,0,305.2233,a8w8_bpreshuffle_256x128x192x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2026.3,728.31,0.0
256,2048,10240,8192,torch.float8_e4m3fn,ck,158,0,156.1052,a8w8_bpreshuffle_256x192x256x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,2201.06,913.53,0.0
256,2048,12800,5120,torch.float8_e4m3fn,ck,40,0,154.2962,a8w8_bpreshuffle_256x224x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1739.74,832.49,0.0
